SAMPLE,POPULATION,ALPHA,GROUP,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
HG00365,EUR,0.2,1000GP,-0.0129577,0.0231882,0.0220261,0.0210938,0.0113891,-0.0249674,0.000774961,-0.010698,-0.0140248,-0.00759455
HG00366,EUR,0.2,1000GP,-0.0111085,0.00792297,0.0138836,0.0173255,0.00751614,-0.0286223,0.01656,-0.0216434,-0.0235667,0.0352609
HG00367,EUR,0.2,1000GP,-0.00942246,0.00990136,0.00857595,0.0189049,-0.00558897,-0.024888,-0.0117531,0.0380739,0.0194554,-0.00769943
HG00368,EUR,0.2,1000GP,-0.0103213,0.0223244,0.0041874,0.0219617,-0.00257852,-0.0442917,0.000594956,-0.0178799,0.0240358,0.0519488
HG00369,EUR,0.2,1000GP,-0.0176716,0.0191352,0.0112746,0.0123732,-0.0208044,-0.0453423,0.0175633,-0.0259899,0.0348559,0.00906658
HG00371,EUR,0.2,1000GP,-0.0182229,0.0145077,0.0163658,-0.00180932,0.0265324,-0.028641,0.0214862,-0.0134269,0.0141589,0.0194385
HG00372,EUR,0.2,1000GP,-0.0134008,0.0246178,0.0156534,0.0189118,-0.00753136,-0.0440456,0.0025187,-0.0165891,0.0248336,-0.00739731
HG00373,EUR,0.2,1000GP,-0.0115566,0.0236683,0.00909954,0.032923,-0.00479332,-0.0760736,0.0106442,0.00556546,-0.00316678,0.0146877
HG00375,EUR,0.2,1000GP,-0.0130235,0.0223616,0.011132,0.0230362,0.0135784,-0.062449,0.0065761,0.00534567,0.00851274,-0.00873401
HG00376,EUR,0.2,1000GP,-0.0133137,0.019483,0.0172192,0.00845281,-0.0110963,-0.0308044,0.00687514,-0.0276414,0.00554447,-0.0147251
HG00378,EUR,0.2,1000GP,-0.0165973,0.0218474,0.0256379,0.00543012,-0.0023111,-0.0221428,0.0141853,-0.0159665,0.00201435,0.00464748
HG00379,EUR,0.2,1000GP,-0.0158333,0.0184768,0.0196869,0.0154974,0.0137326,-0.0737672,-0.0165254,-0.026588,0.0123663,0.0275483
HG00380,EUR,0.2,1000GP,-0.0172264,0.0226113,0.028307,0.0140831,-0.00442654,-0.0151982,0.0200053,0.0214325,0.0181046,0.0239203
HG00381,EUR,0.2,1000GP,-0.0182204,0.0219823,-0.00127667,0.0193628,0.00504457,-0.0251821,-0.0271361,0.00248486,0.00719081,-0.00614401
HG00382,EUR,0.2,1000GP,-0.0130969,0.0166763,0.0187611,0.0170579,0.00169902,-0.0490115,-0.0318225,-0.00328,-0.00433055,-0.0301651
HG00383,EUR,0.2,1000GP,-0.00570123,0.0202887,0.0239026,0.0225832,-0.0103428,-0.0627839,0.00867814,-0.0411995,0.0072534,0.0198551
HG00384,EUR,0.2,1000GP,-0.0130033,0.0162846,0.0272389,0.0263178,0.00909634,-0.0289928,0.00326095,0.0238744,-0.00993016,0.01693
HG00403,EAS,0.2,1000GP,-0.00498837,-0.0474824,0.00337644,0.0241305,0.0391291,0.0188168,-0.000295467,0.0289738,0.024193,0.00510811
HG00404,EAS,0.2,1000GP,-0.0131527,-0.03003,-0.00301656,0.0186746,-0.00674824,-0.00450664,0.0170069,0.0399337,0.00652471,0.0243131
HG00406,EAS,0.2,1000GP,-0.00718262,-0.0394798,0.0047551,0.0175607,0.00446949,-0.0137432,0.0118578,-0.0135444,-0.0150649,-0.0215556
HG00407,EAS,0.2,1000GP,-0.00708633,-0.0377945,0.00143424,0.00762728,-0.00553309,0.00667385,0.00600555,-0.0338098,-0.0167663,0.0166256
HG00409,EAS,0.2,1000GP,-0.00887424,-0.0288326,-0.00250314,0.0242964,0.0178658,-0.011578,0.0229847,0.00454625,0.0163243,0.0135681
HG00410,EAS,0.2,1000GP,-0.00841292,-0.0408936,0.00805167,0.0118881,-0.00964858,0.0283287,0.0240119,-0.00783301,0.00343538,-0.0139194
HG00419,EAS,0.2,1000GP,-0.00902177,-0.0327585,0.0086496,0.00879677,-0.0166611,0.00193887,0.0156048,-0.0342597,0.00397244,-0.0169283
HG00421,EAS,0.2,1000GP,-0.0028855,-0.0285961,-0.000901009,0.00614808,-0.0126258,-0.00462066,-0.00966514,0.0332709,-0.0132162,0.0388332
HG00422,EAS,0.2,1000GP,-0.0123916,-0.0394384,-0.00376628,0.0093184,0.00880863,-0.00746673,0.0175195,0.01638,-0.00481472,-0.0105407
HG00428,EAS,0.2,1000GP,-0.00577921,-0.0469051,0.00887145,0.0116134,-0.00230639,0.00295276,-0.0252373,0.00637699,-0.0169445,-0.0251122
HG00436,EAS,0.2,1000GP,-0.0134724,-0.0307912,0.00605264,0.012625,-0.00581431,0.00348227,0.00597144,0.0271393,0.0068459,0.0183043
HG00437,EAS,0.2,1000GP,-0.0129588,-0.0399243,0.0149101,0.00302055,-0.00494723,0.0231049,-0.0377834,0.000970263,0.0266749,-0.017879
HG00442,EAS,0.2,1000GP,-0.00815866,-0.0330329,0.000912654,0.0101275,-0.00419452,0.0179337,0.0344344,0.0117823,-0.00395284,0.000296256
HG00443,EAS,0.2,1000GP,-0.0104191,-0.0431376,0.0108714,0.00387111,0.000340061,-0.00223483,0.0131681,-0.015678,-0.0153651,-0.0188671
HG00445,EAS,0.2,1000GP,-0.010483,-0.037228,0.0120511,0.00874417,0.00457957,0.0217821,0.00561947,-0.00220832,-0.0223794,-0.0304916
HG00446,EAS,0.2,1000GP,-0.0087035,-0.0328971,0.00604822,0.00723918,-0.00649013,0.019159,0.000531222,0.0227289,0.0232113,-0.00184529
HG00448,EAS,0.2,1000GP,-0.00955971,-0.0357193,-0.00408002,0.0117734,0.0273108,-0.00936739,0.00533104,-0.00399351,-0.0400099,0.0041615
HG00449,EAS,0.2,1000GP,-0.00724557,-0.0329199,0.000684895,0.0255411,-0.011373,-0.0175598,-6.60E-06,-0.00251323,-0.0339575,0.00959717
HG00451,EAS,0.2,1000GP,-0.00747152,-0.0296619,0.00103721,0.0235228,-0.0053869,-0.00665221,0.0471887,-0.0197185,-0.00931485,-0.00604118
HG00452,EAS,0.2,1000GP,-0.0119417,-0.0330515,-0.00347148,0.0169078,-0.0151127,-0.0119702,0.00967039,0.010685,-0.0104919,0.0105135
HG00457,EAS,0.2,1000GP,-0.0111133,-0.0396755,0.0113462,0.018766,-0.00169282,0.00389753,-0.012567,0.0273169,0.0439991,-0.0177936
HG00458,EAS,0.2,1000GP,-0.0128174,-0.0345534,0.00663223,0.0123348,-0.0158973,-0.0137474,0.00808479,-0.0219919,-0.00670306,0.00804876
HG00463,EAS,0.2,1000GP,-0.00871112,-0.0400867,0.0140443,0.0160343,-0.00911524,0.0159435,0.00919459,0.0366476,0.00198959,0.0103008
HG00464,EAS,0.2,1000GP,-0.00662367,-0.0284461,-0.0142258,0.00179444,0.0158975,0.0164852,0.00324471,0.00669394,0.0320548,0.0333557
HG00472,EAS,0.2,1000GP,-0.00916679,-0.0373308,-0.00287533,0.0174397,0.00861463,0.016835,0.00365743,-0.0299791,-0.0371359,-0.0130871
HG00473,EAS,0.2,1000GP,-0.00558501,-0.0350053,0.0161551,0.00674582,-0.00461648,0.0115419,-0.00412601,-0.00956473,-0.0171595,-0.0127319
HG00475,EAS,0.2,1000GP,-0.00684849,-0.0334687,0.00309188,0.0194879,0.0154224,-0.016606,-0.0218767,0.0407013,-0.00256824,0.0253637
HG00476,EAS,0.2,1000GP,-0.00819368,-0.0323781,-0.00342436,-0.010436,0.00986712,0.0248376,-0.0234965,0.0233282,-0.0455016,-0.0144215
HG00478,EAS,0.2,1000GP,-0.0059585,-0.034022,0.00289594,0.00598726,-0.0208998,0.000151019,0.00724243,0.0214024,0.03322,0.00920358
HG00479,EAS,0.2,1000GP,-0.00991718,-0.0347852,-0.0173664,0.0132884,0.0132382,-0.00349011,-0.00200666,-0.0397223,0.0284349,-0.0109019
HG00500,EAS,0.2,1000GP,-0.00983861,-0.0393944,0.0148188,0.0199249,-0.00882911,-0.0294406,-0.0172496,0.00750958,-0.0137198,0.00275424
HG00513,EAS,0.2,1000GP,-0.0123039,-0.0369995,-0.00610416,0.0303427,0.00658691,-0.0237437,-0.0235935,-0.0249798,-0.0105098,0.00486402
HG00524,EAS,0.2,1000GP,-0.00682996,-0.0323578,0.00593794,0.00701122,-0.0133826,-0.00342269,0.00371966,-0.00749144,-0.0372287,0.00834499
HG00525,EAS,0.2,1000GP,-0.00776262,-0.0343303,0.0118203,0.00455549,-0.00706803,0.0022134,-0.00285581,-0.00439825,0.0118453,0.00515622
HG00530,EAS,0.2,1000GP,-0.00446708,-0.0411773,0.00865893,0.0196029,-0.00870275,-0.00449648,0.00354522,0.00240341,0.0115546,-0.00361644
HG00531,EAS,0.2,1000GP,-0.00291067,-0.0373849,-0.00328252,0.019108,0.00353494,-0.00810953,-0.0243607,0.00914451,0.00668783,-0.000326224
HG00533,EAS,0.2,1000GP,-0.000706946,-0.0337416,0.0120567,0.0109525,0.0200524,0.000302197,-0.0230978,0.0227229,0.00605943,0.00966132
HG00534,EAS,0.2,1000GP,-0.00756847,-0.0297879,0.00552919,0.0101015,0.0217919,-0.0204097,0.0104085,0.00163846,-0.0184943,0.0140815
HG00536,EAS,0.2,1000GP,-0.0070955,-0.0437539,-0.0107748,0.0161166,0.00915409,-0.0417482,-0.0223806,-0.0262402,-0.00637793,0.0238576
HG00537,EAS,0.2,1000GP,-0.0151586,-0.0391753,0.00792921,0.0203671,0.00857755,-0.0110551,0.00987458,-0.0132704,0.000572958,0.012394
HG00542,EAS,0.2,1000GP,-0.0112776,-0.0332723,-0.00467258,0.00512509,0.00362123,-0.0196449,0.0086741,-0.00899657,-0.00707276,0.00460509
HG00543,EAS,0.2,1000GP,-0.00421222,-0.0403001,-0.00455857,0.00429079,0.00537409,0.0341101,-0.0111077,0.00894399,0.00942378,0.0180993
HG00551,AMR,0.2,1000GP,-0.010151,0.0104666,0.0144503,0.0101425,-0.00146748,0.0358179,0.00890635,0.0161287,0.0245346,0.00610824
HG00553,AMR,0.2,1000GP,-0.00589694,0.0211799,0.00574278,-0.00905362,-0.0338878,0.00319234,-0.0442694,-0.0132166,-0.0376114,0.0247115
HG00554,AMR,0.2,1000GP,-0.00993719,0.011986,0.018799,0.00589991,-0.0273415,0.0352763,0.00669249,0.00270376,-0.00916997,-0.0140519
HG00556,EAS,0.2,1000GP,-0.0110101,-0.0433717,0.000845458,-0.0057464,-0.00771259,0.010492,0.0176456,-0.0148544,0.00401597,0.00567307
HG00557,EAS,0.2,1000GP,-0.00920011,-0.0363712,0.000153126,0.0157781,-0.0245794,-0.00162123,0.0256054,-0.00784605,-0.00998104,-0.00557083
HG00559,EAS,0.2,1000GP,-0.00573712,-0.0274091,-0.00141383,0.0124066,0.0084407,0.0148835,-0.00507633,-0.0172798,0.00180047,0.0242178
HG00560,EAS,0.2,1000GP,-0.00793996,-0.040441,0.000617496,0.0146227,-0.0270969,0.0172896,0.00991023,0.00477737,0.00920459,-0.00507911
HG00565,EAS,0.2,1000GP,-0.0149673,-0.0371799,-0.000739102,0.0141653,-0.0186932,-0.000773736,0.0347704,-0.0223445,-0.0318456,0.021747
HG00566,EAS,0.2,1000GP,-0.00777753,-0.0377175,-0.0104538,0.00647836,0.0112446,0.0103906,0.0138218,-0.00919021,-0.00786905,0.0315952
HG00580,EAS,0.2,1000GP,-0.0118828,-0.0422112,0.0108682,0.0254017,0.0426228,0.0563806,-0.0313764,0.0245481,-0.0067755,-0.0139298
HG00581,EAS,0.2,1000GP,-0.0139069,-0.0374709,0.00162198,0.025861,0.00339244,-0.0209484,-0.00689287,-0.00289517,-0.0282068,0.0032238
HG00583,EAS,0.2,1000GP,-0.00375921,-0.0404958,0.00965889,0.00721233,0.0019658,0.00671013,0.00232965,-0.00687326,0.0337591,-0.00850157
HG00584,EAS,0.2,1000GP,-0.00774295,-0.0382181,0.00832627,0.0213244,-0.00279605,-0.0072266,-0.0046734,0.0337396,0.00413083,-0.00122403
HG00589,EAS,0.2,1000GP,-0.0108815,-0.0345604,0.00341756,0.0215848,-0.0143825,0.00618901,-0.00607235,0.00523242,0.00200123,0.021741
HG00590,EAS,0.2,1000GP,-0.0108173,-0.0289008,0.000721269,0.00935852,0.00274803,0.00873355,0.000359954,-0.0384508,-0.00647293,-0.0240598
HG00592,EAS,0.2,1000GP,-0.00760199,-0.0483067,0.0113324,0.0246536,0.00030634,-0.00936718,-0.0114189,0.00231072,-0.0235589,-0.00594277
HG00593,EAS,0.2,1000GP,-0.0116842,-0.0273281,0.00116009,0.00133847,-0.0188488,-0.00678742,-0.00599373,0.0135948,-0.0235445,0.0179406
HG00595,EAS,0.2,1000GP,-0.01167,-0.0380308,0.00172322,0.0168284,0.00519607,0.0405301,0.00526139,-0.0127511,-0.0219037,0.020834
HG00596,EAS,0.2,1000GP,-0.00810083,-0.035204,0.0187334,0.0214577,0.016278,-0.0105591,-0.0200454,-0.00278728,0.00908964,0.0197471
HG00598,EAS,0.2,1000GP,-0.00837895,-0.0377011,0.0124931,0.0139604,-0.00786044,-0.00524669,0.00996406,-0.0252347,-0.0142032,0.0277621
HG00599,EAS,0.2,1000GP,-0.0104248,-0.0414678,-0.00253554,0.0258437,-0.0240683,0.0305937,0.0194604,0.000141004,-0.000338861,0.0120923
HG00607,EAS,0.2,1000GP,-0.012585,-0.0286969,0.0194853,0.0125831,-0.015967,0.00183253,-0.00188531,-0.00331081,0.0016019,0.00530136
HG00608,EAS,0.2,1000GP,-0.00983136,-0.0409491,0.0100205,0.0232434,0.0167605,-0.0224906,0.00167368,0.00516349,-0.0225392,0.0232782
HG00610,EAS,0.2,1000GP,-0.0100443,-0.0309588,0.016526,0.0203564,-0.0135306,0.00303402,0.0108671,0.0033216,-0.00291611,-0.0165323
HG00611,EAS,0.2,1000GP,-0.0106892,-0.0429846,0.0178451,0.0117839,-0.00394567,-0.00588266,0.0219504,-0.0114526,0.0163963,-0.0185565
HG00613,EAS,0.2,1000GP,-0.0120816,-0.0298764,0.00969822,0.0117459,-0.0252837,0.00905251,-0.00392689,0.00751158,0.0256218,-0.0122535
HG00614,EAS,0.2,1000GP,-0.00600175,-0.0310856,0.00678517,0.00734284,0.0135781,-0.00542887,0.0114815,-0.0325303,-0.0234672,-0.028517
HG00619,EAS,0.2,1000GP,-0.0105525,-0.0367409,0.00395222,0.00710625,-0.0205088,-0.0162044,-0.00700339,-0.00134638,-0.0121506,0.0025548
HG00620,EAS,0.2,1000GP,-0.00563586,-0.0381204,0.00586577,0.01192,0.000539544,0.033505,-0.0331244,-0.0157246,-0.022524,0.0306537
HG00622,EAS,0.2,1000GP,-0.0153166,-0.032642,0.0110318,-0.00196611,-0.0311416,0.0227336,0.00128909,0.0072906,0.00287636,-0.02075
HG00623,EAS,0.2,1000GP,-0.0085152,-0.0284212,0.00746258,0.0148631,-0.0238973,0.00576863,-0.020449,0.00721683,-0.00535781,0.00020717
HG00625,EAS,0.2,1000GP,-0.0128043,-0.0318829,0.00691482,0.0327766,-0.00827844,-0.00850431,-0.0214476,-0.0141203,0.00462532,0.016542
HG00626,EAS,0.2,1000GP,-0.00428881,-0.0344569,0.0010662,0.0204882,-0.0267178,0.0101672,-0.0230401,-0.0157968,0.0240743,-0.0287629
HG00628,EAS,0.2,1000GP,-0.0131112,-0.0264425,0.0137813,0.0132772,0.00350629,-0.00997637,-0.0144606,-0.0210484,-0.0176228,-0.0102823
HG00629,EAS,0.2,1000GP,-0.0092549,-0.0394859,-0.0030812,0.016916,-0.0196571,-0.0119386,0.00218465,0.00265776,-0.0385902,-0.024509
HG00631,EAS,0.2,1000GP,-0.00890686,-0.0371308,0.00447878,0.0066204,-0.0178002,0.0170027,0.014723,0.0177891,-0.00901922,0.0466851
HG00632,EAS,0.2,1000GP,-0.00932811,-0.0377264,0.0111063,0.00957394,-0.00204447,0.00112744,0.03264,0.0214041,-0.0278037,-0.0168133
HG00634,EAS,0.2,1000GP,-0.00604989,-0.030966,0.00584086,0.0223112,0.00205191,-0.00323842,-0.0221972,-0.0195354,-0.00945844,0.0354595
HG00637,AMR,0.2,1000GP,-0.0111168,0.0182474,0.0225597,-0.00291686,-0.00418537,0.0277957,0.0133193,0.0187334,0.0226734,-0.00821855
HG00638,AMR,0.2,1000GP,-0.00412692,0.00801353,0.0111519,-0.0100361,-0.0123239,0.0197759,0.0303995,-0.0165531,0.00557141,-0.0156114
HG00640,AMR,0.2,1000GP,-0.0161868,0.01815,0.020911,0.00524777,0.0571323,0.00834246,0.0381407,-8.07E-05,0.0199845,0.0135503
HG00641,AMR,0.2,1000GP,-0.00962503,0.00800241,0.021223,-0.00136765,-0.0268606,0.0319941,0.00656183,0.0368707,0.00389897,0.0120192
HG00650,EAS,0.2,1000GP,-0.0144488,-0.0401859,0.00945625,0.0191947,0.0294035,-0.0126367,0.00734629,-0.0104458,-0.00174481,0.0151189
HG00651,EAS,0.2,1000GP,-0.0118126,-0.0348787,0.0068131,0.0166509,0.03126,0.00543968,0.00898536,0.000353071,0.00136246,-0.00462805
HG00653,EAS,0.2,1000GP,-0.00132481,-0.0358634,-0.00406169,0.000196272,-0.00440419,0.0037132,-0.0268989,-0.00767815,-0.0166637,-0.00745979
HG00654,EAS,0.2,1000GP,-0.00871944,-0.0352051,0.00748105,0.00860511,0.00445878,-0.00697563,0.020066,-0.013654,-0.0125578,-0.00671469
HG00656,EAS,0.2,1000GP,-0.0117221,-0.0406189,-0.00510941,0.0158064,-0.00996028,-0.0233522,-0.00599157,-0.012538,0.00925667,0.000171738
HG00657,EAS,0.2,1000GP,-0.0117762,-0.0348796,-0.00176677,0.00895313,0.0106127,-0.00464046,0.00917646,-0.0156845,0.00475643,-0.00495481
HG00662,EAS,0.2,1000GP,-0.0109865,-0.0312732,0.00804159,0.00897298,0.02335,0.00916726,0.00488395,-0.0042412,-0.00624672,0.00822386
HG00663,EAS,0.2,1000GP,-0.00792831,-0.0339791,0.00305676,0.00536008,0.0286805,0.0111013,-0.0232032,-0.0214569,-0.0156985,-0.0154648
HG00671,EAS,0.2,1000GP,-0.004029,-0.0448443,0.00593841,-0.00177903,0.00517322,0.028224,0.00851881,-0.0109444,-0.0487552,-0.00998849
HG00672,EAS,0.2,1000GP,-0.00595,-0.0394351,0.0104757,-0.00137229,0.0191178,0.0272329,0.0230946,0.00839001,-0.0393949,0.0115769
HG00674,EAS,0.2,1000GP,-0.0150422,-0.027445,0.000324614,0.0292162,0.0164286,0.00546872,0.00123763,-0.00304422,-0.012329,-0.0191641
HG00675,EAS,0.2,1000GP,-0.0095543,-0.0406726,0.00822993,0.0261586,0.00796918,0.00827635,-0.0342598,0.0354118,-0.0081774,-0.00317618
HG00683,EAS,0.2,1000GP,-0.00650638,-0.0401266,0.0123546,0.0265327,0.0114624,0.0156412,0.0312324,-0.0357609,-0.0510381,-0.0202185
HG00684,EAS,0.2,1000GP,-0.0113879,-0.0337364,0.00944055,0.0087378,0.0174977,-0.00521468,-0.00176537,0.0328255,0.015581,0.00571848
HG00689,EAS,0.2,1000GP,-0.00574087,-0.0449138,0.00786877,0.0215763,0.0143234,0.0138187,0.0137272,-0.00262404,-0.0146566,0.0101985
HG00690,EAS,0.2,1000GP,-0.0166113,-0.0316154,0.0090398,0.0181829,0.0388098,-0.00476964,0.0037825,0.00627354,-0.00196073,0.00145834
HG00692,EAS,0.2,1000GP,-0.0124567,-0.041046,5.14E-06,0.0185796,0.0268829,0.0338725,-0.00303781,0.0277271,-0.0194092,0.0112495
HG00693,EAS,0.2,1000GP,-0.00348612,-0.0278771,0.015694,-0.00170827,0.00632492,0.0166758,0.0114928,0.0386397,-0.0214016,-0.0176803
HG00698,EAS,0.2,1000GP,-0.00247141,-0.0472299,4.03E-05,-0.00383974,0.0267368,-0.0191577,0.0159851,-0.0148709,0.00964509,0.00986233
HG00699,EAS,0.2,1000GP,-0.0125339,-0.0366304,0.00864551,0.0145701,-0.0122676,0.00210077,0.0139485,0.00691905,0.0212737,-0.0082521
HG00701,EAS,0.2,1000GP,-0.0119385,-0.03123,0.0087938,0.0306131,-0.000529647,-0.0230988,0.0125709,0.0477953,0.0130234,0.00938457
HG00704,EAS,0.2,1000GP,-0.0113254,-0.037251,0.00294337,0.0286463,0.0146721,0.00266158,-0.000801981,0.00683759,-0.00773617,-0.00698179
HG00705,EAS,0.2,1000GP,-0.00967469,-0.0292073,0.0112455,0.0257377,0.016226,-0.00134335,-0.00340885,0.00833047,0.031044,-0.0292808
HG00707,EAS,0.2,1000GP,-0.00816563,-0.0391879,0.00349714,0.00297615,0.0127246,0.00144498,-0.00893895,0.0111524,0.00231488,-0.0044535
HG00708,EAS,0.2,1000GP,-0.0136777,-0.0374638,0.00364991,0.00962308,0.00775699,0.00727486,0.0120599,0.00724396,-0.00588904,0.00707256
HG00717,EAS,0.2,1000GP,-0.0147415,-0.0384969,0.00672288,0.0134564,-0.0138263,-0.00676809,0.00508577,0.0139646,0.0150599,-0.00978835
HG00728,EAS,0.2,1000GP,-0.00677699,-0.0379168,0.00329217,0.0132636,-0.00176851,0.0245671,-0.0091543,-0.0127043,-0.0140783,0.0199651
HG00729,EAS,0.2,1000GP,-0.0101758,-0.0339382,0.00434413,0.000161625,0.00762229,-0.00472977,0.0201059,0.0244579,0.00996224,0.00100231
HG00731,AMR,0.2,1000GP,-0.0125983,0.0303034,0.0122342,-0.00477518,-0.0244555,0.0483845,0.0190818,-0.0147858,0.0104207,-0.0144355
HG00732,AMR,0.2,1000GP,-0.00978949,0.0234834,0.0310211,-0.0123064,-0.00946826,0.020706,0.0494097,-0.0365347,-0.00216434,-0.0126975
HG00734,AMR,0.2,1000GP,-0.0134543,0.00540604,0.00358414,-0.0256378,0.0236598,-0.0135082,0.00329042,0.0341344,0.0135225,0.00408946
HG00736,AMR,0.2,1000GP,-0.0136138,0.0144479,-0.0035647,0.0146474,-0.00464945,-0.00139034,0.00314611,0.0349121,-0.012089,0.00409119
HG00737,AMR,0.2,1000GP,-0.0126252,0.0173483,0.0112746,-0.000603091,0.0159459,-0.0174124,-0.0489279,0.0403151,-0.0170593,-0.0391977
HG00739,AMR,0.2,1000GP,-0.0102513,0.0245475,0.00591618,-0.00203711,0.0124211,0.00684913,-0.0123476,-0.0112505,-0.0158994,0.0156315
HG00740,AMR,0.2,1000GP,-0.0114666,0.00828792,0.0197069,0.0296953,0.0127397,0.0191393,0.0164359,0.0187384,0.0425242,-0.0127522
HG00742,AMR,0.2,1000GP,-0.0218342,0.0271069,0.00740003,0.00900519,0.0225641,0.0111001,0.0052811,0.0164769,0.00314188,0.00165354
HG00743,AMR,0.2,1000GP,-0.00521408,0.00598982,0.0320995,-0.00356849,-0.00115103,-0.00862498,0.0501233,0.00787,0.00765961,-0.0136251
HG00759,EAS,0.2,1000GP,-0.00763895,-0.0284592,-0.00144166,0.0122278,0.0501028,-0.0114474,0.0024096,-0.0213812,-0.00187875,-0.00690173
HG00766,EAS,0.2,1000GP,-0.0145227,-0.037608,0.00268852,0.0100332,0.0197223,-0.0207757,0.00639741,-0.0296251,-0.010312,0.0104625
HG00844,EAS,0.2,1000GP,-0.00678599,-0.0304081,0.00807434,0.00636024,0.0234157,-0.0117937,-0.00270972,-0.00715704,0.00354043,-0.00319709
HG00851,EAS,0.2,1000GP,-0.0135123,-0.0363392,0.00836763,-0.000988501,0.0373998,-0.00236391,0.0136847,0.00301894,-0.00141033,0.0104793
HG00864,EAS,0.2,1000GP,-0.0152544,-0.0334499,0.00432731,-0.000489571,0.0283163,0.00434226,0.0125556,-0.0304968,0.0389114,-0.0213376
HG00867,EAS,0.2,1000GP,-0.0102541,-0.0374205,0.00227453,0.00570684,0.0272635,0.0231707,-0.0231712,-0.00956308,-0.00453571,-0.000769968
HG00879,EAS,0.2,1000GP,-0.0104316,-0.0302736,-0.00972487,0.00927745,0.0547311,0.0133531,0.00168723,-0.0137341,0.00672753,0.00857042
HG00881,EAS,0.2,1000GP,-0.0103903,-0.0358328,-0.00487496,0.0144294,0.0564352,-0.0500214,0.0203583,-0.00279523,0.00260385,0.0193727
HG00956,EAS,0.2,1000GP,-0.00290608,-0.0337639,0.0100581,0.00360958,0.0558703,0.000552525,-0.00396166,0.0200906,-0.00411925,-0.0084471
HG00978,EAS,0.2,1000GP,-0.00956,-0.028775,0.00137696,0.0155998,0.00701603,-0.00328244,0.0145969,-0.00788108,-0.0116316,0.0128289
HG00982,EAS,0.2,1000GP,-0.00863412,-0.0390371,-0.00572238,0.00664182,0.0511367,-0.00154952,0.0121263,0.00148764,-0.011526,0.00708571
HG01028,EAS,0.2,1000GP,-0.0164669,-0.0394248,-0.0015168,0.0158079,0.0225729,0.0183282,-0.0385083,0.00907977,0.0204178,-0.00479775
HG01029,EAS,0.2,1000GP,-0.00635065,-0.0345294,-0.00219511,0.0278191,0.0232767,-0.00580045,0.00432533,0.0334553,-0.00403737,0.0351505
HG01031,EAS,0.2,1000GP,-0.0108333,-0.0301646,0.00393771,0.0143318,0.00649417,0.0240423,-0.00815698,-0.0369762,0.00415729,-0.00613246
HG01046,EAS,0.2,1000GP,-0.014935,-0.0248038,-0.00530289,0.0130758,0.0128674,0.00666202,-0.0183028,0.0223772,-0.00581465,0.00763205
HG01047,AMR,0.2,1000GP,-0.015716,0.0180996,0.0174116,0.00509098,-0.00775345,0.0305343,-0.000508787,0.0180431,0.00492833,-0.0523982
HG01048,AMR,0.2,1000GP,-0.00950789,0.0146876,0.00895772,-0.000577264,-0.015522,0.0450056,-0.00501791,0.0196196,0.0383911,0.000547539
HG01049,AMR,0.2,1000GP,-0.00525978,0.0247509,0.0058074,0.0146713,0.0128166,0.014677,0.0185555,0.0206671,-0.0143018,-0.0202621
HG01051,AMR,0.2,1000GP,-0.000279644,0.0116698,0.0117892,0.00125793,-0.00332608,-0.0190716,-0.0049573,0.0041379,-0.0142585,0.0128526
HG01052,AMR,0.2,1000GP,-0.00595443,0.00281444,0.00919586,0.000590805,0.00181261,0.0336559,0.00459737,0.0151466,-0.00269881,-0.0109472
HG01054,AMR,0.2,1000GP,-0.00804211,0.0136649,0.0117605,-0.0250784,-0.000198171,0.0429278,-0.0221033,0.0250959,0.0119058,-0.0136948
HG01055,AMR,0.2,1000GP,-0.00385219,0.0179416,0.014719,0.00211339,0.00588677,0.0429229,0.0133988,-0.021183,0.0254102,0.00457058
HG01058,AMR,0.2,1000GP,-0.00532802,0.00945376,0.00437096,-0.0077338,-0.0101469,0.00333743,0.0333472,0.021035,0.010097,0.0236101
HG01060,AMR,0.2,1000GP,-0.0165053,0.0135963,0.0246956,0.00476763,0.0140649,-0.00135138,-0.0118766,0.00720181,-0.0103077,-0.00356663
HG01061,AMR,0.2,1000GP,-0.00515204,0.0132212,0.0182789,-0.00795343,0.00914246,-0.00778685,0.0109712,0.0206941,0.0185853,-0.0149253
HG01063,AMR,0.2,1000GP,0.000361884,-0.00101798,0.00766091,-0.00758318,0.0141228,-0.00656831,-0.00108298,0.0114757,-0.0289958,0.00750393
HG01064,AMR,0.2,1000GP,-0.00811765,0.00714544,-0.00191919,0.00213181,-0.00659809,0.00664274,0.00227308,-0.0194494,-0.00984509,0.0265072
HG01066,AMR,0.2,1000GP,-0.00440424,0.0193871,0.0261703,0.00831293,-0.00590479,-0.00734926,-0.0097184,0.0125419,0.0173095,-0.0461963
HG01067,AMR,0.2,1000GP,-0.00922025,0.0206988,0.0205354,0.0166671,-0.00652531,0.0251746,0.0335196,0.0111371,-0.0117044,0.000767445
HG01069,AMR,0.2,1000GP,-0.0137401,0.0162121,0.0224244,-0.00592947,-0.0132797,0.0257932,0.0178681,-0.00603722,-0.0212085,0.0205897
HG01070,AMR,0.2,1000GP,-0.00863365,0.00928938,0.00546747,-0.000395298,-0.0177489,-0.0293007,0.0272458,0.0121337,0.00695338,-0.00538901
